CUST_ID;BALANCE;BALANCE_FREQUENCY;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;PURCHASES_FREQUENCY;ONEOFF_PURCHASES_FREQUENCY;PURCHASES_INSTALLMENTS_FREQUENCY;CASH_ADVANCE_FREQUENCY;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;TENURE
C17185;0.048134288;1.0;0.003180289;0.0;0.006931556;0.0;0.333333;0.0;0.333333;0.0;0.0;0.022346369;0.04;0.014140203;0.005093756;0.0;1.0
C17186;0.173329402;1.0;0.0;0.0;0.0;0.044885621;0.0;0.0;0.0;0.222222;0.040650407;0.0;0.133333333;0.013302279;0.009086272;0.0;1.0
C17187;0.001554522;0.545455;0.002955572;0.0;0.006441778;0.0;0.333333;0.0;0.25;0.0;0.0;0.019553073;0.166666667;0.00492267;0.00116468;0.181818;1.0
C17189;0.099428098;1.0;0.013255418;0.0;0.028890667;0.008281413;1.0;0.0;1.0;0.055555333;0.008130081;0.067039106;0.066666667;0.015294684;0.009841594;0.0;1.0
C17190;0.003782238;0.545455;0.018174711;0.0;0.039612444;0.0;0.5;0.0;0.5;0.0;0.0;0.016759777;0.333333333;0.14235387;0.00182137;0.833333;1.0
C17191;0.140960671;1.0;0.039938972;0.037727499;0.018700889;0.0;1.0;0.166667;1.0;0.0;0.0;0.06424581;0.133333333;0.02199062;0.008104461;0.0;1.0
C17192;0.002457352;0.272727;2.85484e-05;3.43463e-05;0.0;0.004011913;0.166667;0.166667;0.0;0.055555333;0.008130081;0.005586592;0.15;0.0;0.0;0.0;1.0
C17193;0.002397887;0.454545;0.001570161;0.001889049;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.01;0.011227359;0.001824134;0.166667;1.0
C17194;0.040267015;1.0;0.0;0.0;0.0;0.023234653;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.133333333;0.011928304;0.002353445;0.0;1.0
C17195;0.073496064;1.0;0.020493247;0.011642921;0.023573333;0.004583046;0.833333;0.25;0.75;0.055555333;0.016260163;0.094972067;0.06;0.010919883;0.012813116;0.0;1.0
C17196;0.004703405;0.545455;0.020202665;0.024305682;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.025139665;0.133333333;0.051777533;0.00134275;0.5;1.0
C17197;0.01341166;0.454545;0.01284738;0.015456592;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.1;0.005800011;0.003853591;0.0;1.0
C17198;0.05273616;1.0;0.003058754;0.0;0.006666667;0.0;0.333333;0.0;0.333333;0.0;0.0;0.016759777;0.033333333;0.007691283;0.011150631;0.0;1.0
C17199;0.047937302;1.0;0.08844266;0.07140679;0.063402667;0.019065286;1.0;0.916667;1.0;0.166666667;0.056910569;0.223463687;0.083333333;0.080849638;0.003395641;0.083333;1.0
C17200;0.002287513;1.0;0.007979678;0.0;0.017392;0.0;1.0;0.0;0.916667;0.0;0.0;0.033519553;0.033333333;0.007040359;0.002238302;0.9;1.0
C17201;0.048316392;1.0;0.0;0.0;0.0;0.062076944;0.0;0.0;0.0;0.111111333;0.032520325;0.0;0.15;0.019509452;0.015257438;0.272727;1.0
C17202;0.258969373;1.0;0.0;0.0;0.0;0.008056698;0.0;0.0;0.0;0.277778;0.113821138;0.0;0.166666667;0.020240726;0.030748909;0.0;1.0
C17203;0.009780847;1.0;0.0;0.0;0.0;0.009838141;0.0;0.0;0.0;0.222222;0.040650407;0.0;0.133333333;0.015045307;0.002511149;0.0;1.0
C17204;0.019672805;1.0;0.060389192;0.048120703;0.044444444;0.0;0.833333;0.833333;0.333333;0.0;0.0;0.06424581;0.053333333;0.069003037;0.002332713;0.166667;1.0
C17205;0.004430298;0.909091;0.015842716;0.019060259;0.0;0.0;0.833333;0.833333;0.0;0.0;0.0;0.027932961;0.1;0.014836108;0.002178114;1.0;1.0
C17206;0.057136396;1.0;0.0;0.0;0.0;0.03336211;0.0;0.0;0.0;0.333333333;0.113821138;0.0;0.04;0.036779817;0.004494478;0.090909;1.0
C17207;0.004317952;0.272727;0.02260134;0.021323193;0.010631111;0.0;0.75;0.416667;0.666667;0.0;0.0;0.039106145;0.1;0.015612159;0.000415486;0.1;1.0
C17208;0.002594214;0.727273;0.007613036;0.007605262;0.002815111;0.0;0.333333;0.25;0.083333;0.0;0.0;0.011173184;0.166666667;0.011530352;0.002007136;0.571429;1.0
C17209;0.002587241;1.0;0.004358725;0.0;0.0095;0.0;0.75;0.0;0.666667;0.0;0.0;0.025139665;0.083333333;0.003879342;0.002709165;0.0;1.0
C17210;0.072450746;1.0;0.033297192;0.037018001;0.005510222;0.0;0.75;0.583333;0.166667;0.0;0.0;0.083798883;0.216666667;0.018891115;0.005378531;0.0;1.0
C17211;0.139506128;1.0;0.009185439;0.007943819;0.005628889;0.018799075;0.583333;0.166667;0.333333;0.166666667;0.056910569;0.025139665;0.1;0.018328173;0.009681825;0.0;1.0
C17212;0.01170802;1.0;0.0;0.0;0.0;0.032076904;0.0;0.0;0.0;0.388888667;0.113821138;0.0;0.05;0.036606553;0.002114461;0.166667;1.0
C17213;0.003896171;1.0;0.016243209;0.0;0.035402667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.083333333;0.015220821;0.002311819;0.5;1.0
C17214;0.016514894;0.727273;0.030654021;0.029249839;0.013822222;0.0;0.583333;0.166667;0.416667;0.0;0.0;0.022346369;0.133333333;0.024253634;0.002321326;0.0;1.0
C17215;0.066929324;1.0;0.0;0.0;0.0;0.026928214;0.0;0.0;0.0;0.222222;0.040650407;0.0;0.083333333;0.009225878;0.006288186;0.0;1.0
C17216;0.003347036;1.0;0.019613957;0.0;0.042749333;0.0;1.0;0.0;1.0;0.0;0.0;0.094972067;0.166666667;0.017849303;0.002144564;0.75;1.0
C17217;0.093461307;1.0;0.00102713;0.0;0.002238667;0.0;0.25;0.0;0.25;0.0;0.0;0.008379888;0.066666667;0.011410861;0.005129705;0.0;1.0
C17218;0.142047313;1.0;0.0;0.0;0.0;0.122204587;0.0;0.0;0.0;0.277778;0.073170732;0.0;0.216666667;0.024966864;0.009730795;0.0;1.0
C17219;0.006261453;1.0;0.00698905;0.0;0.015232889;0.0;1.0;0.0;1.0;0.0;0.0;0.055865922;0.066666667;0.006450246;0.002162223;0.0;1.0
C17220;0.003866749;0.909091;0.021689627;0.010309792;0.028596;0.0;1.0;0.25;1.0;0.0;0.0;0.081005587;0.233333333;0.020726579;0.001478536;0.625;1.0
C17222;0.014487302;1.0;0.008655051;0.0;0.018864;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.083333333;0.003148869;0.002221911;0.0;1.0
C17223;0.076574547;1.0;0.014305183;0.0;0.031178667;0.0;0.583333;0.0;0.5;0.0;0.0;0.036312849;0.05;0.012084011;0.023922775;0.0;1.0
C17224;0.079959559;1.0;0.0;0.0;0.0;0.005773595;0.0;0.0;0.0;0.055555333;0.024390244;0.0;0.216666667;0.011673958;0.004905923;0.0;1.0
C17225;0.058711813;1.0;0.0;0.0;0.0;0.001551654;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.04;0.006620347;0.005746688;0.0;1.0
C17226;0.0719163;1.0;0.012029877;0.0;0.026219556;0.0;1.0;0.0;1.0;0.0;0.0;0.06424581;0.166666667;0.009512366;0.006394096;0.0;1.0
C17227;0.001487155;0.363636;0.006780239;0.0;0.014777778;0.0;0.25;0.0;0.166667;0.0;0.0;0.016759777;0.1;0.016016315;0.002122568;0.333333;1.0
C17228;0.00084623;0.545455;0.006387699;0.0;0.013922222;0.0;0.583333;0.0;0.583333;0.0;0.0;0.019553073;0.1;0.008998732;0.001931533;0.857143;1.0
C17229;0.004780177;1.0;0.021527513;0.0;0.04692;0.0;1.0;0.0;1.0;0.0;0.0;0.039106145;0.166666667;0.021357819;0.002144997;1.0;1.0
C17230;0.000120749;0.181818;0.027267368;0.002124567;0.055581333;0.003850283;1.0;0.166667;0.916667;0.055555333;0.008130081;0.06424581;0.15;0.03325672;0.000358585;0.0;1.0
C17231;0.163877331;1.0;0.0;0.0;0.0;0.12995237;0.0;0.0;0.0;0.277778;0.097560976;0.0;0.16;0.059954294;0.012303378;0.2;1.0
C17232;0.094875743;1.0;0.004669698;0.005618081;0.0;0.07991036;0.083333;0.083333;0.0;0.166666667;0.056910569;0.002793296;0.166666667;0.091422465;0.008279901;0.083333;1.0
C17235;0.005235528;0.555556;0.018617211;0.022398234;0.0;0.00603896;0.333333;0.333333;0.0;0.074074;0.008130081;0.008379888;0.04;0.032570245;0.001052672;0.5;0.75
C17236;0.072413931;1.0;0.000917626;0.00110399;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.025139665;0.05;0.006441376;0.008189734;0.0;1.0
C17239;3.40338e-06;0.272727;0.002280607;0.0;0.004970667;0.0;0.916667;0.0;0.916667;0.0;0.0;0.030726257;0.05;0.002277644;0.000130368;0.0;1.0
C17240;0.017937286;1.0;0.034486844;0.0;0.075165333;0.0;0.833333;0.0;0.75;0.0;0.0;0.067039106;0.1;0.027169758;0.002742632;0.166667;1.0
C17241;0.068276783;1.0;0.001971673;0.002372106;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.039106145;0.05;0.005859363;0.004034488;0.0;1.0
C17242;0.309340167;1.0;0.018385153;0.022119047;0.0;0.097364712;0.75;0.75;0.0;0.333333333;0.138211382;0.067039106;0.358333333;0.026948932;0.018426306;0.0;1.0
C17243;0.002903358;0.909091;0.012448519;0.0;0.027132;0.0;0.818182;0.0;0.727273;0.0;0.0;0.025139665;0.066666667;0.012145794;0.002336795;0.444444;0.916666667
C17245;0.131704741;1.0;0.004435194;0.00533595;0.0;0.052362414;0.083333;0.083333;0.0;0.111111333;0.040650407;0.005586592;0.1;0.010583951;0.009870205;0.0;1.0
C17246;0.009949173;1.0;0.0;0.0;0.0;0.014060881;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.016666667;0.02133898;0.001732804;0.166667;1.0
C17247;0.008744065;0.777778;0.010275783;0.009084609;0.005938667;0.0;0.777778;0.444444;0.666667;0.0;0.0;0.039106145;0.083333333;0.002805676;0.0017031;0.0;0.75
C17248;0.092035114;1.0;0.0;0.0;0.0;0.03755974;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.1;0.016948084;0.005188932;0.0;1.0
C17249;0.103907748;1.0;0.0;0.0;0.0;0.00235983;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.216666667;0.008030665;0.006961888;0.0;1.0
C17250;0.006351219;0.636364;0.025337702;0.0;0.055224444;0.0;0.583333;0.0;0.583333;0.0;0.0;0.039106145;0.066666667;0.043417986;0.002237595;0.428571;1.0
C17251;0.010046351;1.0;0.017556231;0.021121776;0.0;0.0;0.583333;0.583333;0.0;0.0;0.0;0.027932961;0.026666667;0.019741399;0.002547395;0.083333;1.0
C17252;0.079428827;1.0;0.012684247;0.0;0.027645778;0.02852475;1.0;0.0;1.0;0.277778;0.048780488;0.047486034;0.06;0.020985889;0.008872489;0.0;1.0
C17253;0.00377235;0.454545;0.0;0.0;0.0;0.004017881;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.05;0.001143491;0.002239694;0.0;1.0
C17254;0.063657461;1.0;0.008156678;0.0;0.017777778;0.024219038;1.0;0.0;0.9;0.133333333;0.024390244;0.027932961;0.04;0.008366804;0.0193737;0.0;0.833333333
C17255;0.110243569;1.0;0.011348387;0.013174277;0.000867556;0.021400955;0.166667;0.083333;0.083333;0.111111333;0.032520325;0.005586592;0.1;0.02170088;0.00991705;0.0;1.0
C17257;0.040979729;0.636364;0.0;0.0;0.0;0.029123752;0.0;0.0;0.0;0.055555333;0.024390244;0.0;0.05;0.003975208;0.005625419;0.0;1.0
C17258;0.000383201;0.3;0.0;0.0;0.0;0.005844044;0.0;0.0;0.0;0.066666667;0.040650407;0.0;0.083333333;0.020160985;5.71076e-05;1.0;0.833333333
C17259;0.002462589;0.727273;0.013920187;0.0;0.030339556;0.0;0.666667;0.0;0.583333;0.0;0.0;0.044692737;0.066666667;0.017046537;0.002228153;1.0;1.0
C17260;0.090198507;1.0;0.004274507;0.0;0.009316444;0.030244933;0.666667;0.0;0.583333;0.111111333;0.048780488;0.022346369;0.1;0.011032899;0.01274094;0.0;1.0
C17261;0.014420145;1.0;0.006961113;0.0;0.015172;0.0;0.583333;0.0;0.5;0.0;0.0;0.019553073;0.083333333;0.001992328;0.002245643;0.0;1.0
C17262;0.017469732;0.363636;0.0;0.0;0.0;0.052262991;0.0;0.0;0.0;0.166666667;0.040650407;0.0;0.083333333;0.148802246;0.003445017;0.5;1.0
C17263;0.014504639;0.727273;0.009173408;0.0;0.019993778;0.0;1.0;0.0;1.0;0.0;0.0;0.053072626;0.033333333;0.031653506;0.00261694;0.181818;1.0
C17264;0.006566112;0.909091;0.022816472;0.027450336;0.0;0.000405074;0.583333;0.583333;0.0;0.055555333;0.008130081;0.041899441;0.06;0.027136239;0.00196541;1.0;1.0
C17265;0.220784045;1.0;0.001529173;0.0;0.003332889;0.05995706;0.25;0.0;0.166667;0.166666667;0.048780488;0.011173184;0.15;0.017204586;0.018278584;0.0;1.0
C17266;0.047273159;1.0;0.005112606;0.00615094;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.016759777;0.216666667;0.04658354;0.003393912;0.083333;1.0
C17268;0.058121489;1.0;0.0;0.0;0.0;0.003737641;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.04;0.006131348;0.003532796;0.0;1.0
C17269;0.146681399;1.0;0.000951273;0.001144469;0.0;0.030206786;0.083333;0.083333;0.0;0.222222;0.040650407;0.002793296;0.1;0.028088054;0.023472752;0.0;1.0
C17270;0.01922538;1.0;0.071022238;0.033139317;0.09476;0.007400887;0.916667;0.666667;1.0;0.111111333;0.016260163;0.108938547;0.25;0.060033301;0.002252762;0.333333;1.0
C17271;0.004810009;1.0;0.019330716;0.0;0.042132;0.0;1.0;0.0;1.0;0.0;0.0;0.078212291;0.166666667;0.017285059;0.002154574;0.833333;1.0
C17272;0.056992533;0.9;0.0;0.0;0.0;0.049631495;0.0;0.0;0.0;0.4;0.146341463;0.0;0.083333333;0.00328284;0.004835201;0.0;0.833333333
C17273;0.045732071;1.0;0.040304187;0.031316508;0.031111111;0.003105232;1.0;0.545455;0.727273;0.060606;0.008130081;0.05027933;0.05;0.009218656;0.003954989;0.0;0.916666667
C17275;0.000600833;0.363636;0.001908663;0.0;0.00416;0.0;0.25;0.0;0.25;0.0;0.0;0.008379888;0.063333333;0.011902713;0.001704369;0.25;1.0
C17276;0.00123841;1.0;0.004064473;0.0;0.008858667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.05;0.003154745;0.002126355;0.416667;1.0
C17277;0.050891777;1.0;0.005492299;0.001913582;0.008504;0.001661377;0.666667;0.083333;0.583333;0.055555333;0.008130081;0.030726257;0.066666667;0.012641325;0.005013729;0.0;1.0
C17278;0.090053216;1.0;0.025692109;0.027844092;0.005554222;0.023613835;0.416667;0.333333;0.25;0.333333333;0.105691057;0.030726257;0.083333333;0.03172659;0.005309044;0.0;1.0
C17279;0.00087323;0.272727;0.005843444;0.0;0.012736;0.0;0.25;0.0;0.25;0.0;0.0;0.008379888;0.05;0.021303735;0.001704934;1.0;1.0
C17280;0.006641123;0.909091;0.006511884;0.0;0.014192889;0.0;0.333333;0.0;0.333333;0.0;0.0;0.016759777;0.09;0.010109924;0.002137963;0.0;1.0
C17281;0.001213646;0.363636;0.00484629;0.0;0.010562667;0.0;0.25;0.0;0.166667;0.0;0.0;0.008379888;0.1;0.010623124;0.001718872;1.0;1.0
C17282;0.060693107;1.0;0.002895621;0.000294397;0.005777778;0.003781722;0.416667;0.083333;0.333333;0.055555333;0.008130081;0.01396648;0.04;0.008474269;0.006843876;0.0;1.0
C17283;0.035682595;1.0;0.007750884;0.0;0.016893333;0.0;0.416667;0.0;0.416667;0.0;0.0;0.01396648;0.083333333;0.008736068;0.003263062;0.0;1.0
C17284;0.13567375;0.909091;0.013609214;0.005263087;0.020127111;0.008258049;0.636364;0.181818;0.545455;0.121212;0.048780488;0.033519553;0.2;0.011292241;0.011564751;0.0;0.916666667
C17285;8.35986e-05;1.0;0.003397868;0.0;0.007405778;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.2;0.006531442;0.00026428;0.083333;1.0
C17286;0.010929239;1.0;0.033832474;0.032906008;0.014126222;0.0;0.75;0.333333;0.5;0.0;0.0;0.100558659;0.166666667;0.025562407;0.002397944;0.166667;1.0
C17288;0.00200866;1.0;0.007521273;0.0;0.016392889;0.0;0.5;0.0;0.416667;0.0;0.0;0.016759777;0.1;0.008238345;0.001436371;0.333333;1.0
C17289;0.000278873;0.25;0.004771657;0.0;0.0104;0.0;0.625;0.0;0.625;0.0;0.0;0.016759777;0.05;0.005987696;0.000260379;0.0;0.666666667
C17290;0.013964121;1.0;0.0642004;0.059265847;0.032560444;0.0;1.0;1.0;0.833333;0.0;0.0;0.175977654;0.133333333;0.061911747;0.002508151;1.0;1.0
C17291;0.047491922;1.0;0.003221888;0.002207979;0.003022222;0.0;0.333333;0.083333;0.333333;0.0;0.0;0.01396648;0.03;0.007068378;0.005714224;0.0;1.0
C17292;0.000131741;0.818182;0.006176849;0.007431323;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.033519553;0.1;0.005673136;0.000539313;0.0;1.0
C17293;0.000829561;0.636364;0.003976381;0.0;0.008666667;0.0;0.416667;0.0;0.416667;0.0;0.0;0.025139665;0.066666667;0.005587859;0.001904144;0.6;1.0
C17294;0.04368165;0.875;0.01529418;0.014425956;0.0072;0.010122115;0.75;0.375;0.625;0.166666667;0.056910569;0.036312849;0.04;0.004255943;0.002241603;0.0;0.666666667
C17295;0.013841298;0.727273;0.039646759;0.017173173;0.055300444;0.017384866;0.5;0.083333;0.416667;0.055555333;0.016260163;0.027932961;0.09;0.051821528;0.001027807;0.0;1.0
C17296;0.000107843;0.181818;0.001508985;0.0;0.003288889;0.0;0.166667;0.0;0.083333;0.0;0.0;0.005586592;0.2;0.001343563;0.00038591;0.090909;1.0
C17297;0.140005681;1.0;0.0;0.0;0.0;0.057370872;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.1;0.011690477;0.0105718;0.0;1.0
C17298;0.051174739;1.0;0.019413302;0.010919194;0.022530667;0.0;0.583333;0.25;0.583333;0.0;0.0;0.072625698;0.133333333;0.028627273;0.003915466;0.0;1.0
C17299;0.000387992;0.545455;0.001713922;0.0;0.003735556;0.0;0.416667;0.0;0.416667;0.0;0.0;0.01396648;0.133333333;0.003388768;0.001304793;0.2;1.0
C17300;0.002865469;1.0;0.0;0.0;0.0;0.004399721;0.0;0.0;0.0;0.111111333;0.032520325;0.0;0.1;0.005460717;0.002109134;0.25;1.0
C17302;0.062312019;1.0;0.0;0.0;0.0;0.031750489;0.0;0.0;0.0;0.166666667;0.032520325;0.0;0.05;0.035079314;0.003939353;0.090909;1.0
C17303;0.052028219;1.0;0.017219768;0.02071698;0.0;0.0;0.416667;0.416667;0.0;0.0;0.0;0.016759777;0.1;0.010458351;0.002982813;0.0;1.0
C17304;0.078067599;1.0;0.074846904;0.0638739;0.047416889;0.007877268;1.0;0.75;1.0;0.166666667;0.032520325;0.229050279;0.133333333;0.021666959;0.011940729;0.0;1.0
C17305;0.048218272;1.0;0.0;0.0;0.0;0.018456504;0.0;0.0;0.0;0.055555333;0.048780488;0.0;0.04;0.01737262;0.025370517;0.0;1.0
C17306;0.072483175;1.0;0.013557011;0.0;0.029548;0.023470492;0.666667;0.0;0.583333;0.111111333;0.032520325;0.030726257;0.083333333;0.007908642;0.004331007;0.0;1.0
C17307;0.00234372;0.909091;0.011880202;0.0;0.025893333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.1;0.016840039;0.001952742;0.545455;1.0
C17308;0.043372716;1.0;0.02089639;0.0;0.045544444;0.0;1.0;0.0;1.0;0.0;0.0;0.108938547;0.04;0.014711174;0.00233896;0.0;1.0
C17309;0.087398122;1.0;0.017597014;0.021170842;0.0;0.0;0.333333;0.333333;0.0;0.0;0.0;0.01396648;0.063333333;0.019472384;0.01168642;0.0;1.0
C17310;0.077236532;1.0;0.004500447;0.0;0.009808889;0.008497994;0.833333;0.0;0.75;0.166666667;0.056910569;0.033519553;0.1;0.015433432;0.005145571;0.0;1.0
C17311;0.046583226;1.0;0.088691234;0.098772241;0.014368889;0.0;0.833333;0.666667;0.583333;0.0;0.0;0.086592179;0.1;0.086512254;0.003106244;0.083333;1.0
C17312;0.030540306;1.0;0.002541825;0.003058051;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.02;0.006163851;0.006746191;0.0;1.0
C17313;0.001221521;0.636364;0.005138707;0.0;0.0112;0.0;0.583333;0.0;0.583333;0.0;0.0;0.019553073;0.083333333;0.008487277;0.001981432;1.0;1.0
C17314;0.000647678;0.727273;0.003714551;0.0;0.008096;0.0;0.666667;0.0;0.583333;0.0;0.0;0.022346369;0.166666667;0.002962989;0.001560609;0.583333;1.0
C17316;0.01267567;0.909091;0.006831218;0.002428777;0.010488889;0.0;0.416667;0.166667;0.333333;0.0;0.0;0.027932961;0.033333333;0.01304353;0.001890947;0.0;1.0
C17317;0.016359698;0.777778;0.056750702;0.049244319;0.034478667;0.0;0.777778;0.777778;0.666667;0.0;0.0;0.089385475;0.066666667;0.057655595;0.001773817;1.0;0.75
C17319;0.001740578;1.0;0.004460887;0.0;0.009722667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.166666667;0.003928909;0.002038722;0.25;1.0
C17320;0.080684051;1.0;0.086839465;0.076590634;0.050517333;0.0;0.916667;0.416667;0.75;0.0;0.0;0.083798883;0.166666667;0.052449643;0.005719416;0.0;1.0
C17321;0.000799895;0.272727;0.007830411;0.0;0.017066667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.05;0.011217784;0.000712631;0.272727;1.0
C17322;0.016572295;0.272727;0.0;0.0;0.0;0.062932534;0.0;0.0;0.0;0.166666667;0.040650407;0.0;0.1;0.154616198;0.003041401;0.5;1.0
C17323;0.001519679;1.0;0.001812618;0.002180748;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.05;0.003300551;0.001964319;0.0;1.0
C17324;0.032203709;1.0;0.0;0.0;0.0;0.001211621;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.023333333;0.004754851;0.003341644;0.0;1.0
C17326;0.196437431;1.0;0.0;0.0;0.0;0.063876078;0.0;0.0;0.0;0.222222;0.040650407;0.0;0.333333333;0.119053977;0.017744932;0.083333;1.0
C17327;0.008011139;1.0;0.028759428;0.017061547;0.031773333;0.0;1.0;0.333333;1.0;0.0;0.0;0.081005587;0.083333333;0.023702347;0.002225215;0.333333;1.0
C17328;0.000314733;0.545455;0.0;0.0;0.0;0.000397815;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.016666667;0.000912208;0.001299696;0.25;1.0
C17329;0.004906072;0.8;0.015758703;0.018959183;0.0;0.0;0.6;0.6;0.0;0.0;0.0;0.025139665;0.04;0.016777023;0.00136328;1.0;0.833333333
C17330;0.003665174;0.818182;0.023978187;0.0;0.052261333;0.0;0.75;0.0;0.75;0.0;0.0;0.027932961;0.066666667;0.027805471;0.00219958;0.777778;1.0
C17331;0.075232065;1.0;0.012327188;0.004370818;0.018949333;0.0;1.0;0.25;1.0;0.0;0.0;0.047486034;0.046666667;0.012047892;0.011804198;0.0;1.0
C17332;0.001185185;0.545455;0.00505918;0.002718268;0.006102222;0.0;0.25;0.166667;0.083333;0.0;0.0;0.019553073;0.04;0.002192608;0.000974762;0.0;1.0
C17334;0.009069196;1.0;0.001121543;0.0;0.002444444;0.0;0.333333;0.0;0.333333;0.0;0.0;0.011173184;0.05;0.003760636;0.004051225;0.0;1.0
C17335;0.001153507;0.818182;0.002225958;0.000858659;0.003296;0.0;0.666667;0.083333;0.666667;0.0;0.0;0.025139665;0.133333333;0.002480849;0.001605851;0.181818;1.0
C17336;0.000590783;0.636364;0.002877676;0.0;0.006272;0.0;0.583333;0.0;0.5;0.0;0.0;0.019553073;0.166666667;0.001860872;0.001165001;0.166667;1.0
C17337;0.067080512;1.0;0.01088366;0.005249594;0.014211111;0.012870275;0.666667;0.416667;0.333333;0.222222;0.040650407;0.058659218;0.05;0.027675081;0.0042451;0.0;1.0
C17338;0.064713352;1.0;0.0;0.0;0.0;0.007833784;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.056666667;0.005906141;0.003307253;0.0;1.0
C17339;0.004115909;1.0;0.017640244;0.0;0.038447556;0.0;0.5;0.0;0.5;0.0;0.0;0.12849162;0.166666667;0.024747881;0.002697647;0.2;1.0
C17340;0.001944078;0.272727;0.002719233;0.0;0.005926667;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.083333333;0.018470291;0.003674283;0.5;1.0
C17341;0.000372805;0.363636;0.001654174;0.0;0.003605333;0.0;0.25;0.0;0.166667;0.0;0.0;0.008379888;0.133333333;0.003095459;0.001127578;0.5;1.0
C17342;0.001450701;0.818182;0.004781445;0.0;0.010421333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.083333333;0.002154533;0.001225354;0.0;1.0
C17343;0.011260574;1.0;0.040512182;0.0;0.088297778;0.0;0.5;0.0;0.5;0.0;0.0;0.016759777;0.023333333;0.043117455;0.025180415;0.1;1.0
C17344;0.011974168;1.0;0.044039538;0.014671287;0.069407111;0.0;1.0;0.333333;1.0;0.0;0.0;0.12849162;0.1;0.04261298;0.002557408;0.5;1.0
C17345;0.00114709;1.0;0.003457616;0.0;0.007536;0.0;0.75;0.0;0.666667;0.0;0.0;0.025139665;0.083333333;0.003577148;0.001300969;0.125;1.0
C17346;0.021876709;1.0;0.086996073;0.05431752;0.091208889;0.0;1.0;1.0;1.0;0.0;0.0;0.187150838;0.133333333;0.075362055;0.002468016;0.0;1.0
C17347;0.000500024;0.272727;0.009339397;0.011236162;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.1;0.012654718;0.0;0.0;1.0
C17348;0.042809631;1.0;0.048367471;0.0;0.105418667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.066666667;0.034330919;0.002589285;0.0;1.0
C17349;0.017729018;1.0;0.001307516;0.0;0.002849778;0.0;0.583333;0.0;0.5;0.0;0.0;0.019553073;0.066666667;0.008322226;0.002457841;0.0;1.0
C17352;0.06102221;0.909091;0.00540747;0.003800178;0.004901333;0.025802436;0.454545;0.090909;0.272727;0.181818;0.056910569;0.019553073;0.05;0.005767248;0.00494655;0.0;0.916666667
C17353;0.002214475;1.0;0.011990317;0.0;0.026133333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.083333333;0.01205556;0.002151984;0.636364;1.0
C17354;0.011088624;0.454545;0.0;0.0;0.0;0.018927348;0.0;0.0;0.0;0.111111333;0.040650407;0.0;0.033333333;0.010779231;0.002316983;0.0;1.0
C17355;0.086823968;1.0;0.00203917;0.00245331;0.0;0.043101349;0.090909;0.090909;0.0;0.242424;0.105691057;0.002793296;0.066666667;0.011347412;0.005666045;0.0;0.916666667
C17356;0.231525208;1.0;0.010313916;0.002759729;0.01748;0.033975724;0.916667;0.166667;0.75;0.277778;0.040650407;0.033519553;0.166666667;0.023872234;0.015582328;0.0;1.0
C17357;0.008330644;0.7;0.015892268;0.019119875;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.019553073;0.04;0.016010384;0.001714236;0.0;0.833333333
